Recency,Frequency,Monetary,Segments
380,2,40.99,Low Value Customer
60,5,688.3,Medium Value Customer
276,1,36.13,Low Value Customer
8,5,312.41,Medium Value Customer
21,10,260.27,Medium Value Customer
44,1,8.95,Medium Value Customer
67,2,136.1,Medium Value Customer
38,5,425.8200000000001,Medium Value Customer
62,4,194.9,Medium Value Customer
109,3,177.51999999999998,Medium Value Customer
69,2,32.47,Medium Value Customer
18,17,1823.9,Medium Value Customer
276,2,216.19,Low Value Customer
53,4,392.53,Medium Value Customer
32,2,135.90999999999997,Medium Value Customer
24,2,129.01,Medium Value Customer
50,1,127.79,Medium Value Customer
113,1,164.66999999999996,Medium Value Customer
29,1,7.300000000000001,Medium Value Customer
25,1,72.92999999999999,Medium Value Customer
308,1,6.35,Low Value Customer
70,10,329.95,Medium Value Customer
316,1,296.5,Low Value Customer
22,7,744.82,Medium Value Customer
20,9,770.5999999999999,Medium Value Customer
71,2,18.59,Medium Value Customer
57,11,321.67999999999995,Medium Value Customer
39,10,471.96,Medium Value Customer
43,5,517.6800000000002,Medium Value Customer
10,35,3398.99,Medium Value Customer
53,1,50.83,Medium Value Customer
76,3,332.3599999999999,Medium Value Customer
70,4,503.28,Medium Value Customer
9,3,298.84000000000003,Medium Value Customer
24,14,682.75,Medium Value Customer
21,4,170.89999999999998,Medium Value Customer
53,1,197.8,Medium Value Customer
15,11,537.57,Medium Value Customer
24,7,293.76,Medium Value Customer
51,1,17.73,Medium Value Customer
11,4,232.66,Medium Value Customer
48,1,6.199999999999999,Medium Value Customer
56,1,48.39000000000001,Medium Value Customer
31,2,31.49,Medium Value Customer
321,1,122.081,Low Value Customer
140,2,93.66,Low Value Customer
172,3,55.92000000000001,Low Value Customer
183,1,76.79,Low Value Customer
91,3,59.8,Medium Value Customer
91,4,175.49,Medium Value Customer
17,12,780.11,Medium Value Customer
77,4,198.68,Medium Value Customer
29,9,984.53,Medium Value Customer
127,1,40.95,Medium Value Customer
158,3,435.9599999999999,Low Value Customer
42,2,37.91,Medium Value Customer
137,4,142.14,Medium Value Customer
8,14,343.68,Medium Value Customer
276,1,56.45000000000002,Low Value Customer
34,2,221.21,Medium Value Customer
23,3,120.52,Medium Value Customer
300,1,98.86,Low Value Customer
29,2,101.54,Medium Value Customer
44,1,97.34,Medium Value Customer
182,1,77.05000000000001,Low Value Customer
235,1,16.55,Low Value Customer
29,7,599.02,Medium Value Customer
16,7,399.84,Medium Value Customer
274,1,169.98,Low Value Customer
94,5,234.35,Medium Value Customer
35,2,261.34,Medium Value Customer
41,7,1240.83,Medium Value Customer
210,2,72.0,Low Value Customer
50,5,232.11,Medium Value Customer
186,2,149.49,Low Value Customer
170,1,12.52,Low Value Customer
338,1,93.78000000000002,Low Value Customer
22,5,672.04,Medium Value Customer
30,1,60.7,Medium Value Customer
238,1,113.71,Low Value Customer
21,1,106.39,Medium Value Customer
130,2,113.89,Medium Value Customer
318,1,66.17,Low Value Customer
55,2,4.2,Medium Value Customer
36,3,257.99,Medium Value Customer
18,10,934.98,Medium Value Customer
84,3,222.48,Medium Value Customer
78,1,36.47,Medium Value Customer
253,1,15.0,Low Value Customer
282,4,76.73,Low Value Customer
74,3,116.29,Medium Value Customer
24,7,296.16,Medium Value Customer
41,2,255.54999999999995,Medium Value Customer
136,4,192.72,Medium Value Customer
42,8,307.82,Medium Value Customer
8,5,338.42,Medium Value Customer
16,4,244.4,Medium Value Customer
23,1,53.5,Medium Value Customer
10,3,244.84,Medium Value Customer
129,1,25.05,Medium Value Customer
22,5,316.5,Medium Value Customer
16,4,213.85,Medium Value Customer
141,2,109.91,Low Value Customer
25,4,573.1800000000001,Medium Value Customer
58,10,605.46,Medium Value Customer
42,1,181.26999999999995,Medium Value Customer
245,1,68.77,Low Value Customer
27,8,333.09,Medium Value Customer
22,4,287.0799999999999,Medium Value Customer
28,3,197.55999999999997,Medium Value Customer
62,2,29.250000000000004,Medium Value Customer
25,14,1176.39,Medium Value Customer
49,1,6.25,Medium Value Customer
36,1,123.65,Medium Value Customer
372,1,40.89,Low Value Customer
74,1,58.49,Medium Value Customer
181,2,49.85000000000001,Low Value Customer
46,2,370.07,Medium Value Customer
135,3,148.01999999999995,Medium Value Customer
113,8,1293.08,Medium Value Customer
99,1,17.300000000000004,Medium Value Customer
32,3,191.63,Medium Value Customer
22,2,41.13000000000001,Medium Value Customer
277,1,22.75,Low Value Customer
86,1,1.95,Medium Value Customer
38,1,113.61,Medium Value Customer
50,2,88.68,Medium Value Customer
16,9,409.05000000000007,Medium Value Customer
15,55,891.78,Medium Value Customer
219,1,5.75,Low Value Customer
63,3,103.6,Medium Value Customer
238,2,90.46999999999998,Low Value Customer
192,1,122.46,Low Value Customer
59,3,64.04,Medium Value Customer
88,1,20.45,Medium Value Customer
87,1,11.89,Medium Value Customer
57,1,116.96,Medium Value Customer
15,5,126.35,Medium Value Customer
268,1,92.74,Low Value Customer
71,3,238.12,Medium Value Customer
88,5,246.2,Medium Value Customer
65,2,15.39,Medium Value Customer
48,7,308.54,Medium Value Customer
252,1,77.31,Low Value Customer
50,3,191.41,Medium Value Customer
107,1,109.05,Medium Value Customer
14,13,986.49,Medium Value Customer
99,2,79.5,Medium Value Customer
35,6,512.6700000000001,Medium Value Customer
37,1,15.799999999999995,Medium Value Customer
62,7,382.0800000000001,Medium Value Customer
34,5,148.86,Medium Value Customer
279,1,90.18,Low Value Customer
253,6,240.11,Low Value Customer
29,10,472.68,Medium Value Customer
77,3,140.52,Medium Value Customer
52,2,81.33999999999999,Medium Value Customer
150,2,64.68,Low Value Customer
18,9,1390.09,Medium Value Customer
67,5,965.25,Medium Value Customer
38,1,234.45,Medium Value Customer
169,1,10.05,Low Value Customer
57,4,262.2,Medium Value Customer
188,1,33.60000000000001,Low Value Customer
55,1,31.17,Medium Value Customer
15,2,23.45,Medium Value Customer
24,4,52.42,Medium Value Customer
36,5,177.70999999999995,Medium Value Customer
169,1,96.2,Low Value Customer
240,3,87.21000000000001,Low Value Customer
79,1,30.85,Medium Value Customer
27,9,535.8800000000001,Medium Value Customer
316,1,27.770000000000003,Low Value Customer
8,9,542.0999999999999,Medium Value Customer
46,3,208.36999999999992,Medium Value Customer
144,4,142.42999999999998,Medium Value Customer
251,3,21.12,Low Value Customer
59,2,62.88,Medium Value Customer
211,3,383.21,Low Value Customer
295,1,47.521,Low Value Customer
137,1,35.26,Low Value Customer
11,39,1553.17,Medium Value Customer
368,2,113.74,Low Value Customer
9,11,475.61,Medium Value Customer
78,2,116.66,Medium Value Customer
175,5,284.05,Low Value Customer
42,5,1021.25,Medium Value Customer
38,2,50.120000000000005,Medium Value Customer
232,1,196.88,Low Value Customer
15,24,247.86,Medium Value Customer
133,3,138.92,Medium Value Customer
157,1,108.75,Low Value Customer
49,1,103.31,Medium Value Customer
234,2,141.34,Low Value Customer
95,7,452.2000000000001,Medium Value Customer
76,3,52.3,Medium Value Customer
70,4,168.92,Medium Value Customer
9,6,301.4,Medium Value Customer
100,4,157.71999999999997,Medium Value Customer
147,1,3.75,Low Value Customer
30,1,18.64,Medium Value Customer
64,1,47.45,Medium Value Customer
288,1,13.55,Low Value Customer
188,1,32.99,Low Value Customer
30,4,49.2,Medium Value Customer
141,1,50.55,Low Value Customer
78,3,288.8,Medium Value Customer
17,47,697.66,Medium Value Customer
86,7,189.82,Medium Value Customer
72,2,110.84,Medium Value Customer
16,16,1047.21,Medium Value Customer
73,2,163.86,Medium Value Customer
77,2,82.24,Medium Value Customer
9,3,119.9,Medium Value Customer
36,2,62.95000000000001,Medium Value Customer
169,4,212.01,Low Value Customer
169,1,74.45,Low Value Customer
48,4,343.52,Medium Value Customer
71,1,6.719999999999999,Medium Value Customer
311,3,138.39999999999998,Low Value Customer
60,3,253.04,Medium Value Customer
35,4,461.5,Medium Value Customer
22,5,455.6700000000001,Medium Value Customer
21,7,159.74999999999997,Medium Value Customer
263,2,109.88,Low Value Customer
63,1,8.5,Medium Value Customer
223,1,60.0,Low Value Customer
11,12,510.9,Medium Value Customer
64,1,136.99,Medium Value Customer
46,1,65.24,Medium Value Customer
218,2,73.5,Low Value Customer
161,3,90.6,Low Value Customer
41,2,125.06,Medium Value Customer
11,7,906.26,Medium Value Customer
128,1,39.45,Medium Value Customer
58,1,114.98,Medium Value Customer
8,10,505.64,Medium Value Customer
23,1,70.5,Medium Value Customer
41,1,61.77,Medium Value Customer
361,1,96.74,Low Value Customer
39,3,482.81,Medium Value Customer
21,5,189.95,Medium Value Customer
252,1,41.150000000000006,Low Value Customer
7,15,275.09,Medium Value Customer
142,4,229.99,Medium Value Customer
105,8,177.04,Medium Value Customer
35,6,254.93999999999997,Medium Value Customer
171,1,42.0,Low Value Customer
71,2,58.190000000000005,Medium Value Customer
31,1,42.57000000000001,Medium Value Customer
107,3,255.34,Medium Value Customer
23,6,1506.0700000000002,Medium Value Customer
29,7,190.72,Medium Value Customer
70,4,220.44,Medium Value Customer
169,3,222.54,Low Value Customer
25,5,153.36,Medium Value Customer
146,6,161.23,Medium Value Customer
29,9,405.63,Medium Value Customer
112,2,52.49,Medium Value Customer
189,3,293.0400000000001,Low Value Customer
287,1,81.81,Low Value Customer
9,5,135.82999999999998,Medium Value Customer
17,20,627.53,Medium Value Customer
45,10,484.11,Medium Value Customer
18,5,425.3200000000001,Medium Value Customer
46,5,537.01,Medium Value Customer
24,5,185.51999999999995,Medium Value Customer
16,4,185.70999999999995,Medium Value Customer
20,3,235.35,Medium Value Customer
217,1,2.86,Low Value Customer
157,2,220.11,Low Value Customer
267,1,68.15,Low Value Customer
80,2,98.70000000000002,Medium Value Customer
53,1,62.01,Medium Value Customer
31,3,141.69,Medium Value Customer
16,10,532.25,Medium Value Customer
366,1,21.880000000000003,Low Value Customer
42,1,31.8,Medium Value Customer
374,1,58.00000000000001,Low Value Customer
333,1,8.45,Low Value Customer
65,2,132.76999999999998,Medium Value Customer
21,11,166.81,Medium Value Customer
65,1,34.65,Medium Value Customer
148,1,14.44,Low Value Customer
36,1,5.9,Medium Value Customer
105,4,237.37,Medium Value Customer
66,2,107.54,Medium Value Customer
73,4,218.25,Medium Value Customer
44,4,220.2,Medium Value Customer
79,2,56.85000000000001,Medium Value Customer
79,1,53.190000000000005,Medium Value Customer
58,9,157.23999999999998,Medium Value Customer
34,9,508.0,Medium Value Customer
238,3,308.08,Low Value Customer
24,2,70.51,Medium Value Customer
44,1,117.70999999999998,Medium Value Customer
73,4,143.45,Medium Value Customer
14,9,120.96,Medium Value Customer
219,1,66.08000000000001,Low Value Customer
295,1,63.68,Low Value Customer
36,2,171.85,Medium Value Customer
18,3,88.99000000000001,Medium Value Customer
53,3,72.58999999999999,Medium Value Customer
22,12,973.75,Medium Value Customer
17,1,155.52999999999997,Medium Value Customer
59,3,141.5,Medium Value Customer
21,8,903.61,Medium Value Customer
41,3,180.1,Medium Value Customer
34,1,61.95000000000001,Medium Value Customer
77,1,58.85,Medium Value Customer
9,14,437.18,Medium Value Customer
29,2,69.18,Medium Value Customer
118,3,83.44999999999999,Medium Value Customer
77,1,33.2,Medium Value Customer
38,1,20.9,Medium Value Customer
65,1,8.01,Medium Value Customer
7,18,1076.13,Medium Value Customer
28,2,39.43000000000001,Medium Value Customer
65,6,256.31,Medium Value Customer
224,1,54.14000000000001,Low Value Customer
35,6,745.6999999999999,Medium Value Customer
148,3,225.12000000000003,Low Value Customer
53,1,32.660000000000004,Medium Value Customer
35,6,875.87,Medium Value Customer
81,4,171.79999999999998,Medium Value Customer
57,1,74.7,Medium Value Customer
7,6,310.8,Medium Value Customer
8,10,530.1800000000001,Medium Value Customer
8,8,149.68,Medium Value Customer
16,7,342.29999999999995,Medium Value Customer
21,2,88.33,Medium Value Customer
25,2,179.17999999999998,Medium Value Customer
106,3,50.05,Medium Value Customer
22,2,15.6,Medium Value Customer
21,10,600.15,Medium Value Customer
21,9,342.42999999999995,Medium Value Customer
28,2,68.60000000000001,Medium Value Customer
161,3,183.59,Low Value Customer
88,3,99.0,Medium Value Customer
16,17,727.0500000000001,Medium Value Customer
56,4,68.2,Medium Value Customer
15,7,238.3,Medium Value Customer
374,1,47.15,Low Value Customer
35,4,261.47,Medium Value Customer
170,4,66.49000000000001,Low Value Customer
154,1,31.79,Low Value Customer
74,1,68.16,Medium Value Customer
104,1,50.94,Medium Value Customer
207,2,69.95,Low Value Customer
122,2,41.06,Medium Value Customer
22,2,137.75,Medium Value Customer
18,2,102.19,Medium Value Customer
38,7,846.8800000000001,Medium Value Customer
213,1,65.15,Low Value Customer
287,1,33.75,Low Value Customer
118,2,155.63,Medium Value Customer
16,4,228.15,Medium Value Customer
128,1,47.52,Medium Value Customer
32,1,102.69,Medium Value Customer
106,8,330.40000000000003,Medium Value Customer
112,2,119.68,Medium Value Customer
8,14,1975.9,Medium Value Customer
7,26,2293.63,Medium Value Customer
8,6,187.33,Medium Value Customer
48,4,229.2,Medium Value Customer
120,4,166.86000000000004,Medium Value Customer
39,2,196.71,Medium Value Customer
217,1,16.19,Low Value Customer
28,23,2054.91,Medium Value Customer
367,1,78.54,Low Value Customer
133,2,108.77,Medium Value Customer
60,6,1509.75,Medium Value Customer
171,6,44.15,Low Value Customer
14,10,522.52,Medium Value Customer
24,1,138.61,Medium Value Customer
29,9,1535.7799999999995,Medium Value Customer
8,15,468.3,Medium Value Customer
32,1,194.4,Medium Value Customer
39,2,4.55,Medium Value Customer
219,2,94.81,Low Value Customer
23,5,354.16,Medium Value Customer
104,2,86.28,Medium Value Customer
8,13,110.59,Medium Value Customer
149,3,122.54,Low Value Customer
16,11,604.3700000000001,Medium Value Customer
328,5,72.02,Low Value Customer
72,10,231.1,Medium Value Customer
31,3,180.08999999999995,Medium Value Customer
245,3,393.81,Low Value Customer
156,2,154.76999999999998,Low Value Customer
326,1,165.35000000000002,Low Value Customer
308,1,122.1,Low Value Customer
265,1,5.9,Low Value Customer
45,3,65.41,Medium Value Customer
37,1,33.80000000000001,Medium Value Customer
15,4,273.45000000000005,Medium Value Customer
55,4,329.23999999999995,Medium Value Customer
11,9,1963.91,Medium Value Customer
34,1,73.58999999999997,Medium Value Customer
13,3,189.3,Medium Value Customer
154,1,5.85,Low Value Customer
10,16,1799.2400000000002,Medium Value Customer
46,2,305.31,Medium Value Customer
48,3,485.23,Medium Value Customer
16,10,543.7,Medium Value Customer
81,1,118.44,Medium Value Customer
364,1,2.95,Low Value Customer
123,2,87.0,Medium Value Customer
17,9,675.86,Medium Value Customer
49,6,65.07000000000001,Medium Value Customer
31,3,264.83000000000004,Medium Value Customer
50,4,560.1400000000001,Medium Value Customer
379,1,8.95,Low Value Customer
90,4,321.64000000000004,Medium Value Customer
373,2,41.20000000000001,Low Value Customer
77,21,714.49,Medium Value Customer
93,6,384.9,Medium Value Customer
17,12,225.67,Medium Value Customer
37,5,183.48,Medium Value Customer
143,2,48.23,Low Value Customer
70,1,78.30000000000001,Medium Value Customer
17,2,35.870000000000005,Medium Value Customer
48,3,63.18000000000001,Medium Value Customer
375,1,78.59,Low Value Customer
86,1,60.27,Medium Value Customer
22,3,245.20999999999995,Medium Value Customer
193,1,33.85,Low Value Customer
41,4,122.53,Medium Value Customer
17,3,291.21,Medium Value Customer
290,1,100.27,Low Value Customer
375,1,41.8,Low Value Customer
24,15,395.3399999999999,Medium Value Customer
9,11,193.93,Medium Value Customer
42,5,301.32000000000005,Medium Value Customer
337,1,9.0,Low Value Customer
132,3,98.3,Medium Value Customer
15,2,105.61,Medium Value Customer
128,1,2.55,Medium Value Customer
179,2,30.450000000000003,Low Value Customer
25,7,729.95,Medium Value Customer
30,6,60.22,Medium Value Customer
56,1,30.97,Medium Value Customer
315,2,128.84,Low Value Customer
29,5,139.55999999999997,Medium Value Customer
125,1,15.43,Medium Value Customer
23,6,658.24,Medium Value Customer
13,82,7682.43,High Value Customer
31,3,114.25,Medium Value Customer
21,9,1133.84,Medium Value Customer
252,6,220.43,Low Value Customer
11,5,505.01,Medium Value Customer
104,1,11.14,Medium Value Customer
147,2,168.49999999999994,Low Value Customer
106,4,262.7,Medium Value Customer
62,2,45.35,Medium Value Customer
72,2,225.84999999999997,Medium Value Customer
17,3,339.5,Medium Value Customer
372,1,19.54,Low Value Customer
247,3,240.74,Low Value Customer
283,2,20.48,Low Value Customer
60,5,835.8100000000001,Medium Value Customer
9,2,56.09,Medium Value Customer
23,9,650.8999999999999,Medium Value Customer
14,9,316.23999999999995,Medium Value Customer
52,2,141.14999999999998,Medium Value Customer
85,4,246.59,Medium Value Customer
53,2,180.77,Medium Value Customer
69,5,152.34999999999997,Medium Value Customer
115,1,38.4,Medium Value Customer
10,2,141.71,Medium Value Customer
36,2,17.7,Medium Value Customer
30,1,23.44,Medium Value Customer
38,1,56.55,Medium Value Customer
34,15,1124.25,Medium Value Customer
276,1,4.25,Low Value Customer
52,1,76.55,Medium Value Customer
42,5,265.22,Medium Value Customer
65,3,77.1,Medium Value Customer
259,1,83.25000000000001,Low Value Customer
51,3,59.9,Medium Value Customer
23,3,138.43,Medium Value Customer
39,1,86.33999999999999,Medium Value Customer
64,3,499.98,Medium Value Customer
36,7,364.63,Medium Value Customer
30,2,124.67000000000002,Medium Value Customer
329,1,8.9,Low Value Customer
193,1,59.620000000000005,Low Value Customer
27,9,589.5899999999999,Medium Value Customer
13,11,765.23,Medium Value Customer
53,9,344.36,Medium Value Customer
87,1,14.05,Medium Value Customer
46,1,24.450000000000003,Medium Value Customer
10,4,242.09,Medium Value Customer
56,1,85.92,Medium Value Customer
8,7,363.67,Medium Value Customer
51,2,151.26999999999995,Medium Value Customer
209,2,76.74999999999999,Low Value Customer
91,8,524.23,Medium Value Customer
32,5,367.19999999999993,Medium Value Customer
76,4,243.26,Medium Value Customer
83,1,73.73999999999998,Medium Value Customer
56,5,484.08,Medium Value Customer
79,3,140.51999999999998,Medium Value Customer
45,4,114.38,Medium Value Customer
77,3,181.48,Medium Value Customer
92,1,38.93000000000001,Medium Value Customer
107,3,128.05,Medium Value Customer
140,4,157.55999999999997,Medium Value Customer
14,4,114.51000000000002,Medium Value Customer
15,2,99.03000000000002,Medium Value Customer
304,2,24.64,Low Value Customer
73,10,374.94000000000005,Medium Value Customer
65,1,30.85,Medium Value Customer
338,1,2.5,Low Value Customer
7,8,694.5900000000001,Medium Value Customer
302,1,19.54,Low Value Customer
46,4,358.44,Medium Value Customer
101,2,94.87,Medium Value Customer
52,12,999.681,Medium Value Customer
23,1,16.33,Medium Value Customer
135,2,70.75,Medium Value Customer
74,1,56.99,Medium Value Customer
133,3,287.89,Medium Value Customer
22,4,268.4999999999999,Medium Value Customer
37,16,700.07,Medium Value Customer
113,3,139.16,Medium Value Customer
65,1,37.74,Medium Value Customer
21,4,259.98,Medium Value Customer
106,2,195.44,Medium Value Customer
70,1,1.69,Medium Value Customer
112,1,65.25,Medium Value Customer
81,1,78.97,Medium Value Customer
51,1,67.03,Medium Value Customer
204,2,73.27000000000001,Low Value Customer
328,1,25.000000000000004,Low Value Customer
37,6,42.18999999999998,Medium Value Customer
49,4,112.72,Medium Value Customer
53,4,221.84,Medium Value Customer
51,1,33.970000000000006,Medium Value Customer
162,2,13.59,Low Value Customer
50,1,47.0,Medium Value Customer
9,10,135.13999999999996,Medium Value Customer
105,4,79.14999999999999,Medium Value Customer
295,1,105.33,Low Value Customer
155,4,148.53,Low Value Customer
46,4,278.91,Medium Value Customer
55,3,200.61,Medium Value Customer
22,12,540.52,Medium Value Customer
52,7,238.32,Medium Value Customer
10,6,238.68,Medium Value Customer
49,1,76.97,Medium Value Customer
80,4,234.4,Medium Value Customer
63,2,93.14,Medium Value Customer
17,36,1890.09,Medium Value Customer
7,19,539.88,Medium Value Customer
58,3,115.04,Medium Value Customer
72,3,81.40000000000002,Medium Value Customer
49,2,32.35000000000001,Medium Value Customer
21,2,244.18999999999997,Medium Value Customer
319,1,7.860000000000001,Low Value Customer
15,5,388.9500000000001,Medium Value Customer
55,2,178.09999999999997,Medium Value Customer
74,1,51.0,Medium Value Customer
209,1,30.57,Low Value Customer
20,5,297.48,Medium Value Customer
72,1,5.2,Medium Value Customer
206,2,111.78,Low Value Customer
64,5,21.67,Medium Value Customer
102,1,14.740000000000002,Medium Value Customer
66,1,49.47,Medium Value Customer
188,3,215.74,Low Value Customer
73,2,109.36,Medium Value Customer
71,4,52.95,Medium Value Customer
51,2,126.0,Medium Value Customer
211,1,20.750000000000004,Low Value Customer
105,2,160.28,Medium Value Customer
24,5,203.1,Medium Value Customer
17,8,899.4300000000001,Medium Value Customer
265,1,33.99,Low Value Customer
23,2,110.65,Medium Value Customer
67,4,268.99,Medium Value Customer
178,1,35.23,Low Value Customer
70,1,17.07,Medium Value Customer
62,10,325.62,Medium Value Customer
74,2,25.100000000000005,Medium Value Customer
63,4,565.6800000000001,Medium Value Customer
9,13,570.24,Medium Value Customer
67,3,231.39,Medium Value Customer
378,1,16.4,Low Value Customer
22,2,125.19,Medium Value Customer
52,2,33.45,Medium Value Customer
7,3,130.43,Medium Value Customer
31,2,39.79,Medium Value Customer
220,1,37.73,Low Value Customer
44,2,27.42,Medium Value Customer
36,2,100.08,Medium Value Customer
167,1,8.5,Low Value Customer
284,2,76.1,Low Value Customer
92,6,194.59,Medium Value Customer
85,2,159.67,Medium Value Customer
183,1,42.6,Low Value Customer
92,2,408.04,Medium Value Customer
325,1,70.74,Low Value Customer
263,1,33.25,Low Value Customer
35,2,260.64,Medium Value Customer
93,1,93.11,Medium Value Customer
32,1,304.14,Medium Value Customer
142,1,5.85,Low Value Customer
14,9,621.5500000000001,Medium Value Customer
66,3,81.14999999999999,Medium Value Customer
14,5,714.48,Medium Value Customer
218,1,11.3,Low Value Customer
74,1,38.0,Medium Value Customer
206,1,15.6,Low Value Customer
14,12,1368.62,Medium Value Customer
13,6,596.54,Medium Value Customer
43,2,207.73,Medium Value Customer
36,8,508.18,Medium Value Customer
50,2,74.67999999999999,Medium Value Customer
66,9,216.1,Medium Value Customer
294,1,7.949999999999999,Low Value Customer
231,1,19.55,Low Value Customer
11,8,266.32,Medium Value Customer
28,1,1.95,Medium Value Customer
113,4,41.63,Medium Value Customer
22,3,96.43,Medium Value Customer
18,2,513.21,Medium Value Customer
66,1,48.74,Medium Value Customer
52,2,178.99999999999997,Medium Value Customer
16,1,46.5,Medium Value Customer
21,10,2041.93,Medium Value Customer
29,1,263.47,Medium Value Customer
24,1,70.2,Medium Value Customer
38,3,183.55,Medium Value Customer
154,4,172.82999999999998,Low Value Customer
16,13,962.05,Medium Value Customer
79,1,26.57,Medium Value Customer
76,3,128.18,Medium Value Customer
45,7,1077.17,Medium Value Customer
136,2,91.42,Medium Value Customer
45,1,53.27,Medium Value Customer
153,3,136.95000000000002,Low Value Customer
21,3,189.04,Medium Value Customer
107,1,182.2,Medium Value Customer
143,1,1.25,Low Value Customer
195,1,1.25,Low Value Customer
7,5,121.7,Medium Value Customer
85,4,442.04,Medium Value Customer
7,9,368.42,Medium Value Customer
16,7,521.6100000000001,Medium Value Customer
56,5,668.9500000000002,Medium Value Customer
10,2,142.79,Medium Value Customer
98,1,13.54,Medium Value Customer
97,1,86.94999999999999,Medium Value Customer
28,1,56.68000000000001,Medium Value Customer
42,1,95.59,Medium Value Customer
14,5,548.03,Medium Value Customer
21,4,112.83,Medium Value Customer
31,10,845.5899999999999,Medium Value Customer
37,2,215.29999999999995,Medium Value Customer
18,5,362.14,Medium Value Customer
74,4,106.89,Medium Value Customer
22,1,61.28,Medium Value Customer
293,1,280.821,Low Value Customer
38,5,39.87,Medium Value Customer
24,10,1432.84,Medium Value Customer
74,1,127.73,Medium Value Customer
141,1,16.4,Low Value Customer
210,2,14.75,Low Value Customer
70,8,147.39,Medium Value Customer
14,7,371.72,Medium Value Customer
31,8,475.68,Medium Value Customer
375,1,63.05000000000001,Low Value Customer
58,4,511.59,Medium Value Customer
72,1,73.45,Medium Value Customer
233,2,129.21,Low Value Customer
331,1,117.46,Low Value Customer
221,1,336.30000000000007,Low Value Customer
50,1,15.7,Medium Value Customer
24,4,128.76999999999998,Medium Value Customer
7,3,373.37,Medium Value Customer
44,3,126.62,Medium Value Customer
49,3,288.39000000000004,Medium Value Customer
21,5,282.73999999999995,Medium Value Customer
378,1,5.0,Low Value Customer
43,3,81.50999999999999,Medium Value Customer
153,2,11.7,Low Value Customer
10,2,103.12,Medium Value Customer
79,3,140.6,Medium Value Customer
48,2,152.87,Medium Value Customer
14,1,16.6,Medium Value Customer
72,7,401.80000000000007,Medium Value Customer
32,5,540.58,Medium Value Customer
43,2,19.86,Medium Value Customer
301,1,8.5,Low Value Customer
15,6,420.4599999999999,Medium Value Customer
315,1,40.98,Low Value Customer
43,5,481.73,Medium Value Customer
16,4,276.1500000000001,Medium Value Customer
46,11,2392.4100000000003,Medium Value Customer
11,3,591.8199999999999,Medium Value Customer
20,5,531.1600000000001,Medium Value Customer
18,3,411.93,Medium Value Customer
176,1,87.75,Low Value Customer
17,3,150.7,Medium Value Customer
25,5,127.21999999999996,Medium Value Customer
78,3,13.84,Medium Value Customer
78,6,607.51,Medium Value Customer
29,6,209.15,Medium Value Customer
158,1,100.1,Low Value Customer
325,2,106.49,Low Value Customer
133,1,41.05,Medium Value Customer
237,4,74.59,Low Value Customer
51,4,344.97,Medium Value Customer
70,8,607.4200000000001,Medium Value Customer
31,1,80.78,Medium Value Customer
7,69,8007.69,High Value Customer
38,10,795.24,Medium Value Customer
121,1,71.47999999999998,Medium Value Customer
53,7,1091.91,Medium Value Customer
49,3,100.36,Medium Value Customer
39,8,552.14,Medium Value Customer
37,6,1491.33,Medium Value Customer
265,1,61.39000000000001,Low Value Customer
172,3,199.07,Low Value Customer
21,8,689.22,Medium Value Customer
58,6,205.29999999999995,Medium Value Customer
22,23,944.52,Medium Value Customer
112,1,138.30999999999997,Medium Value Customer
316,1,94.94,Low Value Customer
18,6,906.45,Medium Value Customer
212,6,319.52,Low Value Customer
62,3,238.02999999999997,Medium Value Customer
30,2,136.06,Medium Value Customer
53,5,202.14,Medium Value Customer
22,2,206.83,Medium Value Customer
53,4,343.98,Medium Value Customer
23,4,389.21,Medium Value Customer
238,3,540.89,Low Value Customer
296,3,85.55,Low Value Customer
32,1,2.1,Medium Value Customer
21,21,497.97,Medium Value Customer
32,8,448.8999999999999,Medium Value Customer
151,2,426.36,Low Value Customer
76,2,356.94000000000005,Medium Value Customer
115,1,97.7,Medium Value Customer
175,1,3.7,Low Value Customer
77,1,92.11999999999998,Medium Value Customer
94,3,50.970000000000006,Medium Value Customer
85,1,124.21,Medium Value Customer
67,1,86.25000000000001,Medium Value Customer
59,4,798.64,Medium Value Customer
14,5,584.24,Medium Value Customer
374,1,30.45,Low Value Customer
130,1,233.77,Medium Value Customer
14,1,2.95,Medium Value Customer
36,3,159.09,Medium Value Customer
74,1,49.8,Medium Value Customer
160,1,4.95,Low Value Customer
186,1,141.05,Low Value Customer
25,3,443.51,Medium Value Customer
63,4,253.76,Medium Value Customer
24,4,142.27999999999997,Medium Value Customer
220,1,44.790000000000006,Low Value Customer
13,1,23.85,Medium Value Customer
66,20,773.09,Medium Value Customer
39,9,1224.6,Medium Value Customer
15,1,93.26999999999998,Medium Value Customer
95,2,58.65,Medium Value Customer
268,1,145.57999999999998,Low Value Customer
21,4,106.89,Medium Value Customer
211,1,54.09,Low Value Customer
32,2,179.48999999999998,Medium Value Customer
35,1,70.85000000000001,Medium Value Customer
298,1,110.32,Low Value Customer
275,1,46.66,Low Value Customer
16,4,345.22,Medium Value Customer
8,102,10570.85,High Value Customer
179,7,296.0299999999999,Low Value Customer
21,7,84.38000000000001,Medium Value Customer
163,2,1.61,Low Value Customer
37,2,20.1,Medium Value Customer
85,2,65.35,Medium Value Customer
57,1,98.40000000000002,Medium Value Customer
