Recency,Frequency,Monetary,recency_score,frequeny_score,monetary_score,RFM_SCORE,Segments
42,13,1087.3899999999999,4,5,5,45,Loyal Customer
93,2,29.75,2,2,1,22,Hibernating
91,3,290.49,2,3,4,23,At Risk
156,5,150.64,2,4,3,24,At Risk
23,7,226.16000000000003,4,5,4,45,Loyal Customer
25,6,269.75999999999993,4,4,4,44,Loyal Customer
59,7,436.44000000000005,3,5,5,35,Loyal Customer
260,1,76.23,1,1,2,11,Hibernating
217,1,129.5,1,1,3,11,Hibernating
219,1,2.95,1,1,1,11,Hibernating
214,2,5.4399999999999995,1,2,1,12,Hibernating
63,9,241.81,3,5,4,35,Loyal Customer
35,1,30.5,4,1,1,41,Promising
7,17,1647.5900000000001,5,5,5,55,VIP
62,2,76.05,3,2,2,32,About to Sleep
314,2,186.73,1,2,4,12,Hibernating
29,1,128.64999999999998,4,1,3,41,Promising
72,2,43.75,3,2,2,32,About to Sleep
79,4,227.05,2,4,4,24,At Risk
7,5,356.04999999999995,5,4,4,54,VIP
53,1,104.07000000000001,3,1,3,31,About to Sleep
93,4,42.90000000000001,2,4,2,24,At Risk
91,4,400.72999999999996,2,4,5,24,At Risk
74,1,81.58999999999999,3,1,2,31,About to Sleep
35,5,362.06999999999994,4,4,4,44,Loyal Customer
230,3,8.3,1,3,1,13,At Risk
102,2,46.72,2,2,2,22,Hibernating
44,1,38.290000000000006,3,1,1,31,About to Sleep
36,2,72.0,4,2,2,42,Potential Loyalist
72,2,78.43,3,2,2,32,About to Sleep
18,1,10.09,5,1,1,51,New Customer
15,2,73.15,5,2,2,52,Potential Loyalist
78,1,17.349999999999998,2,1,1,21,Hibernating
21,2,17.099999999999998,5,2,1,52,Potential Loyalist
39,8,785.75,4,5,5,45,Loyal Customer
31,2,158.94999999999996,4,2,3,42,Potential Loyalist
35,4,691.84,4,4,5,44,Loyal Customer
84,1,106.09,2,1,3,21,Hibernating
55,7,194.09,3,5,4,35,Loyal Customer
8,18,727.03,5,5,5,55,VIP
11,14,444.40999999999997,5,5,5,55,VIP
51,1,71.45,3,1,2,31,About to Sleep
25,2,102.78,4,2,3,42,Potential Loyalist
39,3,644.0400000000001,4,3,5,43,Potential Loyalist
22,3,18.95,4,3,1,43,Potential Loyalist
41,3,117.33999999999999,4,3,3,43,Potential Loyalist
21,4,379.43,5,4,5,54,VIP
81,1,53.660000000000004,2,1,2,21,Hibernating
48,1,39.60000000000001,3,1,1,31,About to Sleep
209,2,40.75,1,2,1,12,Hibernating
242,2,139.66000000000003,1,2,3,12,Hibernating
242,1,185.86,1,1,4,11,Hibernating
245,3,161.87,1,3,3,13,At Risk
151,3,41.76,2,3,1,23,At Risk
365,1,54.3,1,1,2,11,Hibernating
56,10,911.34,3,5,5,35,Loyal Customer
57,3,113.51999999999998,3,3,3,33,Need Attention
34,6,243.05,4,4,4,44,Loyal Customer
288,1,93.43999999999998,1,1,3,11,Hibernating
18,3,123.80999999999999,5,3,3,53,Potential Loyalist
65,5,87.33,3,4,2,34,Loyal Customer
27,3,142.62000000000003,4,3,3,43,Potential Loyalist
65,2,248.77,3,2,4,32,About to Sleep
30,2,173.64999999999995,4,2,4,42,Potential Loyalist
168,1,12.75,2,1,1,21,Hibernating
42,1,17.54,4,1,1,41,Promising
97,3,151.14,2,3,3,23,At Risk
14,7,432.08000000000004,5,5,5,55,VIP
72,1,3.81,3,1,1,31,About to Sleep
129,2,44.79,2,2,2,22,Hibernating
238,1,43.6,1,1,2,11,Hibernating
34,1,20.929999999999996,4,1,1,41,Promising
22,2,74.58,4,2,2,42,Potential Loyalist
93,1,17.85,2,1,1,21,Hibernating
121,7,256.81,2,5,4,25,Can't Loose
331,1,43.300000000000004,1,1,2,11,Hibernating
34,6,199.20999999999998,4,4,4,44,Loyal Customer
27,13,782.441,4,5,5,45,Loyal Customer
7,34,1743.48,5,5,5,55,VIP
76,2,77.69999999999999,3,2,2,32,About to Sleep
70,8,180.5,3,5,4,35,Loyal Customer
74,1,37.89,3,1,1,31,About to Sleep
7,13,636.1400000000001,5,5,5,55,VIP
8,7,241.56000000000003,5,5,4,55,VIP
97,3,118.25,2,3,3,23,At Risk
43,1,45.25,3,1,2,31,About to Sleep
53,3,136.97999999999996,3,3,3,33,Need Attention
178,2,632.0400000000001,2,2,5,22,Hibernating
188,1,284.43,1,1,4,11,Hibernating
183,3,408.34000000000003,1,3,5,13,At Risk
59,4,199.29,3,4,4,34,Loyal Customer
104,6,11.350000000000001,2,4,1,24,At Risk
136,4,910.6599999999999,2,4,5,24,At Risk
45,1,128.45,3,1,3,31,About to Sleep
73,4,162.56,3,4,3,34,Loyal Customer
114,2,150.89999999999998,2,2,3,22,Hibernating
20,3,424.4,5,3,5,53,Potential Loyalist
51,1,97.59,3,1,3,31,About to Sleep
73,1,42.2,3,1,1,31,About to Sleep
56,2,51.120000000000005,3,2,2,32,About to Sleep
7,1,41.620000000000005,5,1,1,51,New Customer
13,1,145.38999999999996,5,1,3,51,New Customer
147,2,311.48,2,2,4,22,Hibernating
57,3,552.15,3,3,5,33,Need Attention
56,2,52.75,3,2,2,32,About to Sleep
86,1,104.60000000000001,2,1,3,21,Hibernating
38,2,263.38,4,2,4,42,Potential Loyalist
74,1,3.95,3,1,1,31,About to Sleep
21,6,494.03,5,4,5,54,VIP
70,4,167.19999999999996,3,4,3,34,Loyal Customer
32,4,285.8399999999999,4,4,4,44,Loyal Customer
56,2,71.13999999999999,3,2,2,32,About to Sleep
59,1,137.91000000000003,3,1,3,31,About to Sleep
245,1,109.35000000000001,1,1,3,11,Hibernating
319,1,11.57,1,1,1,11,Hibernating
225,4,285.97,1,4,4,14,At Risk
21,11,624.8599999999999,5,5,5,55,VIP
42,2,96.82000000000001,4,2,3,42,Potential Loyalist
79,5,255.88,2,4,4,24,At Risk
90,1,68.55000000000001,2,1,2,21,Hibernating
106,3,54.15000000000002,2,3,2,23,At Risk
224,1,45.24000000000001,1,1,2,11,Hibernating
14,3,156.13,5,3,3,53,Potential Loyalist
29,2,24.05,4,2,1,42,Potential Loyalist
123,3,65.20000000000002,2,3,2,23,At Risk
69,2,22.19,3,2,1,32,About to Sleep
220,3,213.14999999999998,1,3,4,13,At Risk
15,44,851.6320000000001,5,5,5,55,VIP
35,4,47.410000000000004,4,4,2,44,Loyal Customer
262,1,144.89999999999998,1,1,3,11,Hibernating
281,5,78.46,1,4,2,14,At Risk
105,3,65.32,2,3,2,23,At Risk
272,3,253.3,1,3,4,13,At Risk
378,1,23.45,1,1,1,11,Hibernating
189,4,183.71,1,4,4,14,At Risk
14,15,691.8399999999999,5,5,5,55,VIP
48,6,377.35,3,4,5,34,Loyal Customer
70,1,26.779999999999998,3,1,1,31,About to Sleep
91,1,66.88,2,1,2,21,Hibernating
150,2,250.18999999999997,2,2,4,22,Hibernating
24,12,398.08000000000004,4,5,5,45,Loyal Customer
119,3,40.84,2,3,1,23,At Risk
156,2,117.23,2,2,3,22,Hibernating
48,6,312.52,3,4,4,34,Loyal Customer
213,2,253.57999999999998,1,2,4,12,Hibernating
143,4,110.97,2,4,3,24,At Risk
27,3,52.92,4,3,2,43,Potential Loyalist
18,2,116.89999999999999,5,2,3,52,Potential Loyalist
189,1,4.65,1,1,1,11,Hibernating
30,2,251.94000000000003,4,2,4,42,Potential Loyalist
65,7,190.14999999999998,3,5,4,35,Loyal Customer
73,1,66.00999999999999,3,1,2,31,About to Sleep
309,3,174.48,1,3,4,13,At Risk
90,6,452.78000000000003,2,4,5,24,At Risk
16,2,133.9,5,2,3,52,Potential Loyalist
268,1,13.790000000000001,1,1,1,11,Hibernating
72,11,514.17,3,5,5,35,Loyal Customer
15,8,1086.1599999999999,5,5,5,55,VIP
16,7,102.34,5,5,3,55,VIP
23,6,1188.64,4,4,5,44,Loyal Customer
44,1,73.48,3,1,2,31,About to Sleep
283,1,34.190000000000005,1,1,1,11,Hibernating
8,5,444.45,5,4,5,54,VIP
330,2,14.04,1,2,1,12,Hibernating
21,2,300.68,5,2,4,52,Potential Loyalist
266,2,166.39000000000001,1,2,3,12,Hibernating
49,3,57.4,3,3,2,33,Need Attention
52,4,148.48,3,4,3,34,Loyal Customer
36,5,416.09,4,4,5,44,Loyal Customer
88,2,78.09,2,2,2,22,Hibernating
50,4,102.67000000000002,3,4,3,34,Loyal Customer
10,38,1748.73,5,5,5,55,VIP
295,1,16.2,1,1,1,11,Hibernating
105,2,73.55,2,2,2,22,Hibernating
216,6,219.79999999999998,1,4,4,14,At Risk
85,2,193.83999999999997,2,2,4,22,Hibernating
48,3,214.14999999999998,3,3,4,33,Need Attention
97,5,191.57000000000002,2,4,4,24,At Risk
111,5,406.93000000000006,2,4,5,24,At Risk
94,2,76.89,2,2,2,22,Hibernating
58,2,147.17999999999998,3,2,3,32,About to Sleep
16,6,416.6400000000001,5,4,5,54,VIP
269,1,27.55,1,1,1,11,Hibernating
25,2,137.9,4,2,3,42,Potential Loyalist
18,10,411.21000000000004,5,5,5,55,VIP
147,2,70.27000000000001,2,2,2,22,Hibernating
9,11,1056.3700000000001,5,5,5,55,VIP
296,1,75.25,1,1,2,11,Hibernating
14,18,663.78,5,5,5,55,VIP
10,6,205.3,5,4,4,54,VIP
10,5,154.78,5,4,3,54,VIP
372,1,37.660000000000004,1,1,1,11,Hibernating
43,1,66.67,3,1,2,31,About to Sleep
128,2,226.37999999999994,2,2,4,22,Hibernating
57,2,46.05,3,2,2,32,About to Sleep
121,4,511.84,2,4,5,24,At Risk
11,4,194.29,5,4,4,54,VIP
284,1,45.22,1,1,2,11,Hibernating
149,1,5.0,2,1,1,21,Hibernating
17,7,591.1,5,5,5,55,VIP
318,1,19.04,1,1,1,11,Hibernating
29,3,59.66,4,3,2,43,Potential Loyalist
83,2,76.81,2,2,2,22,Hibernating
70,3,69.2,3,3,2,33,Need Attention
91,2,70.26,2,2,2,22,Hibernating
59,1,71.35,3,1,2,31,About to Sleep
84,1,32.04,2,1,1,21,Hibernating
13,6,234.20999999999998,5,4,4,54,VIP
8,2,226.14999999999998,5,2,4,52,Potential Loyalist
380,2,40.99,1,2,1,12,Hibernating
60,5,688.3,3,4,5,34,Loyal Customer
276,1,36.129999999999995,1,1,1,11,Hibernating
8,5,312.40999999999997,5,4,4,54,VIP
21,10,260.27,5,5,4,55,VIP
44,1,8.95,3,1,1,31,About to Sleep
67,2,136.1,3,2,3,32,About to Sleep
38,5,425.8200000000001,4,4,5,44,Loyal Customer
62,4,194.89999999999998,3,4,4,34,Loyal Customer
109,3,177.51999999999998,2,3,4,23,At Risk
69,2,32.47,3,2,1,32,About to Sleep
18,17,1823.9,5,5,5,55,VIP
276,2,216.18999999999997,1,2,4,12,Hibernating
53,4,392.53,3,4,5,34,Loyal Customer
32,2,135.90999999999997,4,2,3,42,Potential Loyalist
24,2,129.01,4,2,3,42,Potential Loyalist
50,1,127.79,3,1,3,31,About to Sleep
113,1,164.66999999999996,2,1,3,21,Hibernating
29,1,7.300000000000001,4,1,1,41,Promising
25,1,72.92999999999999,4,1,2,41,Promising
308,1,6.35,1,1,1,11,Hibernating
70,10,329.95,3,5,4,35,Loyal Customer
316,1,296.5,1,1,4,11,Hibernating
22,7,744.82,4,5,5,45,Loyal Customer
20,9,770.5999999999999,5,5,5,55,VIP
71,2,18.59,3,2,1,32,About to Sleep
57,11,321.67999999999995,3,5,4,35,Loyal Customer
39,10,471.96,4,5,5,45,Loyal Customer
43,5,517.6800000000002,3,4,5,34,Loyal Customer
10,35,3398.99,5,5,5,55,VIP
53,1,50.83,3,1,2,31,About to Sleep
76,3,332.3599999999999,3,3,4,33,Need Attention
70,4,503.28,3,4,5,34,Loyal Customer
9,3,298.84000000000003,5,3,4,53,Potential Loyalist
24,14,682.75,4,5,5,45,Loyal Customer
21,4,170.89999999999998,5,4,3,54,VIP
53,1,197.8,3,1,4,31,About to Sleep
15,11,537.57,5,5,5,55,VIP
24,7,293.76,4,5,4,45,Loyal Customer
51,1,17.73,3,1,1,31,About to Sleep
11,4,232.66,5,4,4,54,VIP
48,1,6.199999999999999,3,1,1,31,About to Sleep
56,1,48.39000000000001,3,1,2,31,About to Sleep
31,2,31.490000000000002,4,2,1,42,Potential Loyalist
321,1,122.081,1,1,3,11,Hibernating
140,2,93.66,2,2,3,22,Hibernating
172,3,55.92000000000001,2,3,2,23,At Risk
183,1,76.79,1,1,2,11,Hibernating
91,3,59.8,2,3,2,23,At Risk
91,4,175.49,2,4,4,24,At Risk
17,12,780.11,5,5,5,55,VIP
77,4,198.67999999999998,2,4,4,24,At Risk
29,9,984.53,4,5,5,45,Loyal Customer
127,1,40.949999999999996,2,1,1,21,Hibernating
158,3,435.9599999999999,2,3,5,23,At Risk
42,2,37.91,4,2,1,42,Potential Loyalist
137,4,142.14,2,4,3,24,At Risk
8,14,343.68,5,5,4,55,VIP
276,1,56.45000000000002,1,1,2,11,Hibernating
34,2,221.20999999999998,4,2,4,42,Potential Loyalist
23,3,120.52,4,3,3,43,Potential Loyalist
300,1,98.86,1,1,3,11,Hibernating
29,2,101.53999999999999,4,2,3,42,Potential Loyalist
44,1,97.34,3,1,3,31,About to Sleep
182,1,77.05000000000001,1,1,2,11,Hibernating
235,1,16.55,1,1,1,11,Hibernating
29,7,599.02,4,5,5,45,Loyal Customer
16,7,399.84000000000003,5,5,5,55,VIP
274,1,169.98,1,1,3,11,Hibernating
94,5,234.35000000000002,2,4,4,24,At Risk
35,2,261.34,4,2,4,42,Potential Loyalist
41,7,1240.83,4,5,5,45,Loyal Customer
210,2,72.0,1,2,2,12,Hibernating
50,5,232.10999999999999,3,4,4,34,Loyal Customer
186,2,149.49,1,2,3,12,Hibernating
170,1,12.52,2,1,1,21,Hibernating
338,1,93.78000000000002,1,1,3,11,Hibernating
22,5,672.04,4,4,5,44,Loyal Customer
30,1,60.7,4,1,2,41,Promising
238,1,113.71000000000001,1,1,3,11,Hibernating
21,1,106.38999999999999,5,1,3,51,New Customer
130,2,113.89,2,2,3,22,Hibernating
318,1,66.17,1,1,2,11,Hibernating
55,2,4.2,3,2,1,32,About to Sleep
36,3,257.99,4,3,4,43,Potential Loyalist
18,10,934.98,5,5,5,55,VIP
84,3,222.48000000000002,2,3,4,23,At Risk
78,1,36.47,2,1,1,21,Hibernating
253,1,15.0,1,1,1,11,Hibernating
282,4,76.73,1,4,2,14,At Risk
74,3,116.29,3,3,3,33,Need Attention
24,7,296.15999999999997,4,5,4,45,Loyal Customer
41,2,255.54999999999995,4,2,4,42,Potential Loyalist
136,4,192.71999999999997,2,4,4,24,At Risk
42,8,307.82,4,5,4,45,Loyal Customer
8,5,338.42,5,4,4,54,VIP
16,4,244.39999999999998,5,4,4,54,VIP
23,1,53.5,4,1,2,41,Promising
10,3,244.83999999999997,5,3,4,53,Potential Loyalist
129,1,25.049999999999997,2,1,1,21,Hibernating
22,5,316.5,4,4,4,44,Loyal Customer
16,4,213.84999999999997,5,4,4,54,VIP
141,2,109.91,2,2,3,22,Hibernating
25,4,573.1800000000001,4,4,5,44,Loyal Customer
58,10,605.46,3,5,5,35,Loyal Customer
42,1,181.26999999999995,4,1,4,41,Promising
245,1,68.77,1,1,2,11,Hibernating
27,8,333.09,4,5,4,45,Loyal Customer
22,4,287.0799999999999,4,4,4,44,Loyal Customer
28,3,197.55999999999995,4,3,4,43,Potential Loyalist
62,2,29.250000000000004,3,2,1,32,About to Sleep
25,14,1176.3899999999999,4,5,5,45,Loyal Customer
49,1,6.25,3,1,1,31,About to Sleep
36,1,123.64999999999999,4,1,3,41,Promising
372,1,40.89,1,1,1,11,Hibernating
74,1,58.489999999999995,3,1,2,31,About to Sleep
181,2,49.85000000000001,2,2,2,22,Hibernating
46,2,370.07,3,2,5,32,About to Sleep
135,3,148.01999999999995,2,3,3,23,At Risk
113,8,1293.08,2,5,5,25,Can't Loose
99,1,17.300000000000004,2,1,1,21,Hibernating
32,3,191.63,4,3,4,43,Potential Loyalist
22,2,41.13000000000001,4,2,1,42,Potential Loyalist
277,1,22.75,1,1,1,11,Hibernating
86,1,1.95,2,1,1,21,Hibernating
38,1,113.61,4,1,3,41,Promising
50,2,88.68,3,2,2,32,About to Sleep
16,9,409.05000000000007,5,5,5,55,VIP
15,55,891.78,5,5,5,55,VIP
219,1,5.75,1,1,1,11,Hibernating
63,3,103.6,3,3,3,33,Need Attention
238,2,90.46999999999998,1,2,2,12,Hibernating
192,1,122.46,1,1,3,11,Hibernating
59,3,64.04,3,3,2,33,Need Attention
88,1,20.45,2,1,1,21,Hibernating
87,1,11.89,2,1,1,21,Hibernating
57,1,116.96,3,1,3,31,About to Sleep
15,5,126.35000000000001,5,4,3,54,VIP
268,1,92.74000000000001,1,1,3,11,Hibernating
71,3,238.12,3,3,4,33,Need Attention
88,5,246.19999999999996,2,4,4,24,At Risk
65,2,15.39,3,2,1,32,About to Sleep
48,7,308.53999999999996,3,5,4,35,Loyal Customer
252,1,77.31,1,1,2,11,Hibernating
50,3,191.41,3,3,4,33,Need Attention
107,1,109.05,2,1,3,21,Hibernating
14,13,986.49,5,5,5,55,VIP
99,2,79.5,2,2,2,22,Hibernating
35,6,512.6700000000001,4,4,5,44,Loyal Customer
37,1,15.799999999999997,4,1,1,41,Promising
62,7,382.0800000000001,3,5,5,35,Loyal Customer
34,5,148.86,4,4,3,44,Loyal Customer
279,1,90.18,1,1,2,11,Hibernating
253,6,240.11,1,4,4,14,At Risk
29,10,472.68,4,5,5,45,Loyal Customer
77,3,140.52,2,3,3,23,At Risk
52,2,81.33999999999999,3,2,2,32,About to Sleep
150,2,64.68,2,2,2,22,Hibernating
18,9,1390.0900000000001,5,5,5,55,VIP
67,5,965.25,3,4,5,34,Loyal Customer
38,1,234.45,4,1,4,41,Promising
169,1,10.05,2,1,1,21,Hibernating
57,4,262.2,3,4,4,34,Loyal Customer
188,1,33.60000000000001,1,1,1,11,Hibernating
55,1,31.17,3,1,1,31,About to Sleep
15,2,23.45,5,2,1,52,Potential Loyalist
24,4,52.419999999999995,4,4,2,44,Loyal Customer
36,5,177.70999999999995,4,4,4,44,Loyal Customer
169,1,96.2,2,1,3,21,Hibernating
240,3,87.21000000000001,1,3,2,13,At Risk
79,1,30.85,2,1,1,21,Hibernating
27,9,535.8800000000001,4,5,5,45,Loyal Customer
316,1,27.770000000000003,1,1,1,11,Hibernating
8,9,542.0999999999999,5,5,5,55,VIP
46,3,208.36999999999992,3,3,4,33,Need Attention
144,4,142.42999999999998,2,4,3,24,At Risk
251,3,21.12,1,3,1,13,At Risk
59,2,62.88,3,2,2,32,About to Sleep
211,3,383.21000000000004,1,3,5,13,At Risk
295,1,47.521,1,1,2,11,Hibernating
137,1,35.26,2,1,1,21,Hibernating
11,39,1553.17,5,5,5,55,VIP
368,2,113.74,1,2,3,12,Hibernating
9,11,475.61,5,5,5,55,VIP
78,2,116.66000000000001,2,2,3,22,Hibernating
175,5,284.05,2,4,4,24,At Risk
42,5,1021.25,4,4,5,44,Loyal Customer
38,2,50.120000000000005,4,2,2,42,Potential Loyalist
232,1,196.87999999999997,1,1,4,11,Hibernating
15,24,247.86,5,5,4,55,VIP
133,3,138.92,2,3,3,23,At Risk
157,1,108.75,2,1,3,21,Hibernating
49,1,103.30999999999999,3,1,3,31,About to Sleep
234,2,141.34,1,2,3,12,Hibernating
95,7,452.20000000000005,2,5,5,25,Can't Loose
76,3,52.3,3,3,2,33,Need Attention
70,4,168.92,3,4,3,34,Loyal Customer
9,6,301.4,5,4,4,54,VIP
100,4,157.71999999999997,2,4,3,24,At Risk
147,1,3.75,2,1,1,21,Hibernating
30,1,18.639999999999997,4,1,1,41,Promising
64,1,47.45,3,1,2,31,About to Sleep
288,1,13.549999999999999,1,1,1,11,Hibernating
188,1,32.99,1,1,1,11,Hibernating
30,4,49.2,4,4,2,44,Loyal Customer
141,1,50.55,2,1,2,21,Hibernating
78,3,288.8,2,3,4,23,At Risk
17,47,697.66,5,5,5,55,VIP
86,7,189.82,2,5,4,25,Can't Loose
72,2,110.84,3,2,3,32,About to Sleep
16,16,1047.21,5,5,5,55,VIP
73,2,163.85999999999999,3,2,3,32,About to Sleep
77,2,82.24,2,2,2,22,Hibernating
9,3,119.9,5,3,3,53,Potential Loyalist
36,2,62.95000000000001,4,2,2,42,Potential Loyalist
169,4,212.00999999999996,2,4,4,24,At Risk
169,1,74.45,2,1,2,21,Hibernating
48,4,343.52,3,4,4,34,Loyal Customer
71,1,6.719999999999999,3,1,1,31,About to Sleep
311,3,138.39999999999998,1,3,3,13,At Risk
60,3,253.04000000000002,3,3,4,33,Need Attention
35,4,461.5,4,4,5,44,Loyal Customer
22,5,455.6700000000001,4,4,5,44,Loyal Customer
21,7,159.74999999999997,5,5,3,55,VIP
263,2,109.88,1,2,3,12,Hibernating
63,1,8.5,3,1,1,31,About to Sleep
223,1,60.0,1,1,2,11,Hibernating
11,12,510.90000000000003,5,5,5,55,VIP
64,1,136.99,3,1,3,31,About to Sleep
46,1,65.24,3,1,2,31,About to Sleep
218,2,73.5,1,2,2,12,Hibernating
161,3,90.6,2,3,2,23,At Risk
41,2,125.06,4,2,3,42,Potential Loyalist
11,7,906.26,5,5,5,55,VIP
128,1,39.45,2,1,1,21,Hibernating
58,1,114.97999999999999,3,1,3,31,About to Sleep
8,10,505.64,5,5,5,55,VIP
23,1,70.5,4,1,2,41,Promising
41,1,61.769999999999996,4,1,2,41,Promising
361,1,96.74000000000001,1,1,3,11,Hibernating
39,3,482.80999999999995,4,3,5,43,Potential Loyalist
21,5,189.95,5,4,4,54,VIP
252,1,41.150000000000006,1,1,1,11,Hibernating
7,15,275.09,5,5,4,55,VIP
142,4,229.99,2,4,4,24,At Risk
105,8,177.04,2,5,4,25,Can't Loose
35,6,254.93999999999994,4,4,4,44,Loyal Customer
171,1,42.0,2,1,1,21,Hibernating
71,2,58.190000000000005,3,2,2,32,About to Sleep
31,1,42.57000000000001,4,1,2,41,Promising
107,3,255.33999999999997,2,3,4,23,At Risk
23,6,1506.0700000000002,4,4,5,44,Loyal Customer
29,7,190.71999999999997,4,5,4,45,Loyal Customer
70,4,220.44,3,4,4,34,Loyal Customer
169,3,222.54000000000002,2,3,4,23,At Risk
25,5,153.35999999999999,4,4,3,44,Loyal Customer
146,6,161.23,2,4,3,24,At Risk
29,9,405.63,4,5,5,45,Loyal Customer
112,2,52.49,2,2,2,22,Hibernating
189,3,293.0400000000001,1,3,4,13,At Risk
287,1,81.81,1,1,2,11,Hibernating
9,5,135.82999999999998,5,4,3,54,VIP
17,20,627.53,5,5,5,55,VIP
45,10,484.11,3,5,5,35,Loyal Customer
18,5,425.3200000000001,5,4,5,54,VIP
46,5,537.01,3,4,5,34,Loyal Customer
24,5,185.51999999999995,4,4,4,44,Loyal Customer
16,4,185.70999999999995,5,4,4,54,VIP
20,3,235.35,5,3,4,53,Potential Loyalist
217,1,2.86,1,1,1,11,Hibernating
157,2,220.11,2,2,4,22,Hibernating
267,1,68.15,1,1,2,11,Hibernating
80,2,98.70000000000002,2,2,3,22,Hibernating
53,1,62.01,3,1,2,31,About to Sleep
31,3,141.69,4,3,3,43,Potential Loyalist
16,10,532.25,5,5,5,55,VIP
366,1,21.880000000000003,1,1,1,11,Hibernating
42,1,31.799999999999997,4,1,1,41,Promising
374,1,58.00000000000001,1,1,2,11,Hibernating
333,1,8.45,1,1,1,11,Hibernating
65,2,132.76999999999998,3,2,3,32,About to Sleep
21,11,166.81,5,5,3,55,VIP
65,1,34.65,3,1,1,31,About to Sleep
148,1,14.44,2,1,1,21,Hibernating
36,1,5.9,4,1,1,41,Promising
105,4,237.37,2,4,4,24,At Risk
66,2,107.53999999999999,3,2,3,32,About to Sleep
73,4,218.24999999999997,3,4,4,34,Loyal Customer
44,4,220.19999999999996,3,4,4,34,Loyal Customer
79,2,56.85000000000001,2,2,2,22,Hibernating
79,1,53.190000000000005,2,1,2,21,Hibernating
58,9,157.23999999999998,3,5,3,35,Loyal Customer
34,9,508.0,4,5,5,45,Loyal Customer
238,3,308.08,1,3,4,13,At Risk
24,2,70.51,4,2,2,42,Potential Loyalist
44,1,117.70999999999998,3,1,3,31,About to Sleep
73,4,143.45,3,4,3,34,Loyal Customer
14,9,120.96000000000001,5,5,3,55,VIP
219,1,66.08000000000001,1,1,2,11,Hibernating
295,1,63.68,1,1,2,11,Hibernating
36,2,171.85,4,2,3,42,Potential Loyalist
18,3,88.99000000000001,5,3,2,53,Potential Loyalist
53,3,72.58999999999999,3,3,2,33,Need Attention
22,12,973.75,4,5,5,45,Loyal Customer
17,1,155.52999999999997,5,1,3,51,New Customer
59,3,141.5,3,3,3,33,Need Attention
21,8,903.6100000000001,5,5,5,55,VIP
41,3,180.1,4,3,4,43,Potential Loyalist
34,1,61.95000000000001,4,1,2,41,Promising
77,1,58.85,2,1,2,21,Hibernating
9,14,437.17999999999995,5,5,5,55,VIP
29,2,69.18,4,2,2,42,Potential Loyalist
118,3,83.44999999999999,2,3,2,23,At Risk
77,1,33.2,2,1,1,21,Hibernating
38,1,20.9,4,1,1,41,Promising
65,1,8.01,3,1,1,31,About to Sleep
7,18,1076.13,5,5,5,55,VIP
28,2,39.43000000000001,4,2,1,42,Potential Loyalist
65,6,256.31,3,4,4,34,Loyal Customer
224,1,54.14000000000001,1,1,2,11,Hibernating
35,6,745.6999999999999,4,4,5,44,Loyal Customer
148,3,225.12000000000003,2,3,4,23,At Risk
53,1,32.660000000000004,3,1,1,31,About to Sleep
35,6,875.87,4,4,5,44,Loyal Customer
81,4,171.79999999999998,2,4,3,24,At Risk
57,1,74.7,3,1,2,31,About to Sleep
7,6,310.8,5,4,4,54,VIP
8,10,530.1800000000001,5,5,5,55,VIP
8,8,149.68,5,5,3,55,VIP
16,7,342.29999999999995,5,5,4,55,VIP
21,2,88.33,5,2,2,52,Potential Loyalist
25,2,179.17999999999998,4,2,4,42,Potential Loyalist
106,3,50.05,2,3,2,23,At Risk
22,2,15.6,4,2,1,42,Potential Loyalist
21,10,600.15,5,5,5,55,VIP
21,9,342.42999999999995,5,5,4,55,VIP
28,2,68.60000000000001,4,2,2,42,Potential Loyalist
161,3,183.59,2,3,4,23,At Risk
88,3,99.0,2,3,3,23,At Risk
16,17,727.0500000000001,5,5,5,55,VIP
56,4,68.2,3,4,2,34,Loyal Customer
15,7,238.29999999999998,5,5,4,55,VIP
374,1,47.15,1,1,2,11,Hibernating
35,4,261.46999999999997,4,4,4,44,Loyal Customer
170,4,66.49000000000001,2,4,2,24,At Risk
154,1,31.79,2,1,1,21,Hibernating
74,1,68.16,3,1,2,31,About to Sleep
104,1,50.94,2,1,2,21,Hibernating
207,2,69.95,1,2,2,12,Hibernating
122,2,41.06,2,2,1,22,Hibernating
22,2,137.75,4,2,3,42,Potential Loyalist
18,2,102.19,5,2,3,52,Potential Loyalist
38,7,846.8800000000001,4,5,5,45,Loyal Customer
213,1,65.15,1,1,2,11,Hibernating
287,1,33.75,1,1,1,11,Hibernating
118,2,155.63,2,2,3,22,Hibernating
16,4,228.15,5,4,4,54,VIP
128,1,47.52,2,1,2,21,Hibernating
32,1,102.69,4,1,3,41,Promising
106,8,330.40000000000003,2,5,4,25,Can't Loose
112,2,119.67999999999999,2,2,3,22,Hibernating
8,14,1975.9,5,5,5,55,VIP
7,26,2293.63,5,5,5,55,VIP
8,6,187.33,5,4,4,54,VIP
48,4,229.2,3,4,4,34,Loyal Customer
120,4,166.86000000000004,2,4,3,24,At Risk
39,2,196.70999999999998,4,2,4,42,Potential Loyalist
217,1,16.19,1,1,1,11,Hibernating
28,23,2054.91,4,5,5,45,Loyal Customer
367,1,78.54,1,1,2,11,Hibernating
133,2,108.77000000000001,2,2,3,22,Hibernating
60,6,1509.75,3,4,5,34,Loyal Customer
171,6,44.15,2,4,2,24,At Risk
